epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,71457.7,1.52209,1.25599,1.29845,0.43359,0.42915,0.27583,0.14546,1.8047,2.08669,1.70649,0.000173451,0.000173451,0.000173451
183,71858.1,1.51915,1.26604,1.29107,0.43756,0.43453,0.27909,0.14637,1.80312,2.09351,1.69343,0.0001652,0.0001652,0.0001652
184,72251.2,1.51448,1.25288,1.29873,0.43566,0.43014,0.27726,0.14581,1.80513,2.09097,1.69726,0.000156948,0.000156948,0.000156948
185,72647.2,1.52078,1.25176,1.29661,0.42514,0.43733,0.27689,0.14549,1.80624,2.09506,1.69785,0.000148696,0.000148696,0.000148696
186,73041.6,1.49925,1.23706,1.28729,0.43659,0.42528,0.27469,0.14526,1.80719,2.09211,1.70633,0.000140445,0.000140445,0.000140445
187,73440.2,1.5059,1.22449,1.29543,0.43296,0.42913,0.27345,0.14578,1.80412,2.08717,1.70968,0.000132193,0.000132193,0.000132193
188,73832.9,1.50772,1.24656,1.29932,0.43185,0.43486,0.27613,0.14592,1.80258,2.08964,1.70425,0.000123941,0.000123941,0.000123941
189,74216.8,1.51594,1.24296,1.28694,0.43058,0.43751,0.27664,0.14623,1.80489,2.09092,1.71347,0.00011569,0.00011569,0.00011569
190,74611,1.50364,1.24192,1.281,0.4262,0.43825,0.27455,0.14529,1.79854,2.09679,1.69484,0.000107438,0.000107438,0.000107438
191,74964.5,1.49922,1.22525,1.32632,0.42454,0.43807,0.27477,0.14519,1.81179,2.09536,1.70685,9.91865e-05,9.91865e-05,9.91865e-05
192,75315.8,1.48237,1.21907,1.32026,0.42776,0.43616,0.27668,0.1461,1.81107,2.09932,1.7037,9.09349e-05,9.09349e-05,9.09349e-05
193,75675.2,1.48359,1.21354,1.31163,0.42767,0.43569,0.27547,0.1455,1.81315,2.08124,1.71357,8.26832e-05,8.26832e-05,8.26832e-05
194,76027.9,1.47165,1.2056,1.30404,0.42898,0.43837,0.27617,0.14602,1.8124,2.09922,1.70728,7.44316e-05,7.44316e-05,7.44316e-05
195,76387,1.48016,1.21817,1.31058,0.43174,0.43211,0.27687,0.1461,1.80394,2.08215,1.69928,6.61799e-05,6.61799e-05,6.61799e-05
196,76745.4,1.48726,1.21827,1.3169,0.4368,0.43134,0.27743,0.1457,1.80934,2.09482,1.69297,5.79283e-05,5.79283e-05,5.79283e-05
197,77085.2,1.4863,1.20931,1.31194,0.43493,0.4349,0.27692,0.1458,1.80995,2.09314,1.69953,4.96766e-05,4.96766e-05,4.96766e-05
198,77418.5,1.4722,1.20152,1.305,0.4378,0.43255,0.27689,0.146,1.80472,2.09651,1.69568,4.1425e-05,4.1425e-05,4.1425e-05
199,77763.9,1.46682,1.21719,1.30801,0.44004,0.42821,0.27683,0.14573,1.80419,2.09229,1.69687,3.31733e-05,3.31733e-05,3.31733e-05
200,78107.5,1.46536,1.19342,1.3063,0.42753,0.43764,0.27779,0.14662,1.8066,2.09549,1.70192,2.49217e-05,2.49217e-05,2.49217e-05
